loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_asset_value,asset_to_loan_ratio,risk_category,is_low_income
1105,3, Graduate, No,1400000,3800000,8,840,1700000,200000,5300000,1500000, Approved,8700000,2.289473684210526,High,0
1106,4, Not Graduate, Yes,8000000,19200000,18,682,2500000,8900000,19000000,5300000, Approved,35700000,1.859375,Medium,0
1107,3, Graduate, Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000, Approved,67900000,2.3494809688581313,Medium,0
1108,5, Graduate, Yes,4800000,10300000,8,781,4800000,6800000,11100000,4300000, Approved,27000000,2.621359223300971,High,0
1109,4, Graduate, No,8100000,19000000,6,375,4100000,14500000,19100000,11900000, Rejected,49600000,2.610526315789474,Low,0
1110,4, Not Graduate, No,5900000,14900000,14,857,2600000,9500000,16000000,3500000, Approved,31600000,2.120805369127517,High,0
1111,5, Graduate, Yes,8100000,32100000,6,823,18200000,1800000,24100000,6500000, Approved,50600000,1.5763239875389408,High,0
1112,0, Graduate, No,1400000,5000000,8,686,1800000,1900000,3200000,1500000, Approved,8400000,1.68,Medium,0
1113,1, Graduate, No,1600000,6300000,2,721,3000000,600000,5200000,900000, Approved,9700000,1.5396825396825398,Medium,0
1114,4, Graduate, No,4600000,9400000,18,545,800000,2400000,11500000,6300000, Rejected,21000000,2.234042553191489,Low,0
1115,1, Not Graduate, No,2900000,8900000,6,523,900000,5600000,9700000,1800000, Rejected,18000000,2.0224719101123596,Low,0
1116,2, Graduate, Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000, Approved,58400000,2.3453815261044175,Medium,0
1117,4, Not Graduate, No,3800000,14900000,20,428,6500000,3500000,12200000,2500000, Rejected,24700000,1.657718120805369,Low,0
1118,0, Not Graduate, No,8200000,20300000,4,666,13100000,10200000,25900000,7800000, Approved,57000000,2.8078817733990147,Medium,0
1119,3, Graduate, No,3200000,10100000,20,704,3400000,4800000,9000000,3900000, Approved,21100000,2.089108910891089,Medium,0
1120,0, Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000, Approved,50400000,2.1176470588235294,High,0
1121,1, Graduate, Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000, Rejected,60200000,2.5836909871244633,Low,0
1122,0, Not Graduate, No,200000,500000,20,615,500000,200000,600000,200000, Approved,1500000,3.0,Medium,1
1123,0, Not Graduate, No,6600000,14100000,20,360,6800000,5100000,25400000,7800000, Rejected,45100000,3.198581560283688,Low,0
1124,0, Not Graduate, No,9100000,18300000,14,458,6100000,9200000,34100000,10000000, Rejected,59400000,3.2459016393442623,Low,0
1125,2, Not Graduate, No,5500000,20400000,12,887,8800000,9400000,12300000,3300000, Approved,33800000,1.6568627450980393,High,0
1126,4, Not Graduate, No,7200000,27400000,8,735,14100000,14200000,19400000,9500000, Approved,57200000,2.0875912408759123,Medium,0
1127,1, Not Graduate, No,2400000,5600000,16,379,3700000,600000,7200000,3400000, Rejected,14900000,2.6607142857142856,Low,0
1128,4, Graduate, No,9600000,25500000,20,544,4000000,11400000,23800000,11100000, Rejected,50300000,1.9725490196078432,Low,0
1129,1, Graduate, Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000, Approved,35500000,2.125748502994012,Medium,0
1130,4, Not Graduate, No,2300000,6000000,8,676,6000000,400000,4800000,2200000, Approved,13400000,2.2333333333333334,Medium,0
1131,1, Not Graduate, No,300000,1200000,4,342,800000,100000,1100000,200000, Approved,2200000,1.8333333333333333,Low,0
1132,0, Not Graduate, No,9900000,27000000,16,566,3500000,17300000,36900000,11500000, Approved,69200000,2.562962962962963,Low,0
1133,2, Not Graduate, No,3500000,14000000,2,355,8700000,1600000,11800000,2900000, Approved,25000000,1.7857142857142858,Low,0
1134,2, Graduate, No,4800000,18500000,20,605,5700000,5500000,14700000,5800000, Approved,31700000,1.7135135135135136,Medium,0
1135,2, Not Graduate, No,1600000,5200000,16,525,300000,2900000,5600000,1600000, Rejected,10400000,2.0,Low,0
1136,5, Graduate, Yes,800000,2500000,12,403,500000,0,3200000,800000, Rejected,4500000,1.8,Low,0
1137,1, Graduate, Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000, Approved,62700000,1.871641791044776,Medium,0
1138,1, Graduate, No,8300000,28900000,12,529,18300000,3900000,32500000,5800000, Rejected,60500000,2.093425605536332,Low,0
1139,4, Graduate, No,2800000,6100000,18,415,2200000,4200000,8400000,2000000, Rejected,16800000,2.7540983606557377,Low,0
1140,1, Graduate, Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000, Approved,34700000,2.005780346820809,High,0
1141,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000, Approved,39100000,3.1031746031746033,Medium,0
1142,0, Graduate, No,2900000,9800000,16,395,5400000,4300000,8600000,2400000, Rejected,20700000,2.1122448979591835,Low,0
1143,0, Graduate, No,6500000,24100000,20,488,3300000,6000000,22900000,9700000, Rejected,41900000,1.7385892116182573,Low,0
1144,1, Graduate, Yes,200000,400000,8,569,200000,200000,700000,300000, Approved,1400000,3.5,Low,1
1145,1, Not Graduate, No,8400000,24600000,14,817,1800000,13100000,31300000,8200000, Approved,54400000,2.2113821138211383,High,0
1146,1, Graduate, Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000, Approved,48100000,2.702247191011236,Medium,0
1147,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000, Approved,41600000,1.3333333333333333,Low,0
1148,5, Not Graduate, Yes,900000,1800000,14,464,2300000,300000,1800000,700000, Rejected,5100000,2.8333333333333335,Low,0
1149,2, Graduate, No,7300000,20000000,6,729,13100000,10700000,17900000,9100000, Approved,50800000,2.54,Medium,0
1150,4, Not Graduate, Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000, Rejected,26500000,3.581081081081081,Low,0
1151,2, Graduate, No,5200000,17200000,12,565,3500000,1300000,20000000,6300000, Approved,31100000,1.808139534883721,Low,0
1152,1, Graduate, No,7200000,21000000,14,421,3500000,11600000,21800000,4600000, Rejected,41500000,1.9761904761904763,Low,0
1153,0, Not Graduate, Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000, Rejected,67600000,1.976608187134503,Low,0
1154,3, Not Graduate, Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000, Approved,23200000,1.8709677419354838,Medium,0
1155,0, Graduate, No,600000,2300000,8,627,1800000,500000,2200000,300000, Approved,4800000,2.0869565217391304,Medium,0
1156,0, Not Graduate, Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000, Rejected,24100000,2.41,Low,0
1157,2, Graduate, Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000, Rejected,37300000,2.6083916083916083,Low,0
1158,3, Not Graduate, No,1300000,3600000,16,624,2400000,2300000,3300000,1900000, Approved,9900000,2.75,Medium,0
1159,4, Graduate, Yes,5700000,16900000,4,656,13000000,7400000,22000000,8400000, Approved,50800000,3.0059171597633134,Medium,0
1160,2, Not Graduate, No,7700000,27300000,16,758,7300000,4600000,24800000,9100000, Approved,45800000,1.6776556776556777,High,0
1161,4, Not Graduate, Yes,7000000,23500000,18,336,15000000,9500000,19700000,7800000, Rejected,52000000,2.2127659574468086,Low,0
1162,5, Graduate, No,8100000,21900000,18,378,5200000,3400000,16200000,9600000, Rejected,34400000,1.5707762557077625,Low,0
1163,1, Graduate, Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000, Approved,15900000,3.7857142857142856,Medium,0
1164,2, Graduate, No,4500000,9100000,18,593,-100000,600000,12400000,2500000, Approved,15400000,1.6923076923076923,Low,0
1165,0, Not Graduate, Yes,9600000,34000000,12,710,23800000,10300000,38100000,7800000, Approved,80000000,2.3529411764705883,Medium,0
1166,1, Not Graduate, Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000, Approved,25300000,1.2222222222222223,High,0
1167,1, Not Graduate, Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000, Rejected,48000000,1.7647058823529411,Low,0
1168,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000, Approved,67500000,3.5340314136125652,Medium,0
1169,2, Graduate, No,8900000,28500000,6,367,22200000,16600000,21500000,9300000, Rejected,69600000,2.442105263157895,Low,0
1170,1, Graduate, No,1400000,3100000,20,384,200000,1200000,4200000,1800000, Rejected,7400000,2.3870967741935485,Low,0
1171,2, Graduate, No,1700000,5900000,16,610,3100000,300000,3700000,1300000, Approved,8400000,1.423728813559322,Medium,0
1172,0, Graduate, No,5300000,19500000,12,802,9800000,3300000,15200000,3200000, Approved,31500000,1.6153846153846154,High,0
1173,3, Graduate, No,6500000,25200000,10,858,15400000,10900000,14000000,8100000, Approved,48400000,1.9206349206349207,High,0
1174,2, Graduate, No,5900000,14000000,8,599,4700000,9500000,17800000,6700000, Approved,38700000,2.7642857142857142,Low,0
1175,4, Graduate, Yes,9800000,27000000,2,395,18700000,3000000,23000000,9700000, Rejected,54400000,2.0148148148148146,Low,0
1176,3, Graduate, Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000, Rejected,55500000,3.425925925925926,Low,0
1177,1, Graduate, No,7900000,27100000,10,803,20000000,9800000,22200000,6600000, Approved,58600000,2.162361623616236,High,0
1178,4, Graduate, No,3500000,8900000,20,809,7100000,1500000,13700000,3200000, Approved,25500000,2.865168539325843,High,0
1179,4, Not Graduate, No,2400000,6600000,2,722,6100000,3300000,5600000,3000000, Approved,18000000,2.727272727272727,Medium,0
1180,5, Graduate, No,9900000,35700000,10,392,7900000,4300000,39200000,13000000, Rejected,64400000,1.803921568627451,Low,0
1181,0, Graduate, No,3900000,14500000,8,545,5900000,3000000,10300000,3400000, Rejected,22600000,1.5586206896551724,Low,0
1182,2, Not Graduate, Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000, Approved,44700000,1.568421052631579,High,0
1183,0, Graduate, Yes,6400000,21900000,12,727,15400000,10100000,24000000,5300000, Approved,54800000,2.502283105022831,Medium,0
1184,4, Graduate, No,7100000,19800000,18,530,7100000,3400000,20900000,7100000, Rejected,38500000,1.9444444444444444,Low,0
1185,2, Not Graduate, No,8800000,19000000,14,637,13700000,13900000,27100000,6100000, Approved,60800000,3.2,Medium,0
1186,5, Graduate, No,7400000,21000000,4,561,21300000,3800000,26400000,3900000, Approved,55400000,2.638095238095238,Low,0
1187,2, Not Graduate, No,4400000,12000000,20,421,9300000,2700000,15700000,3400000, Rejected,31100000,2.591666666666667,Low,0
1188,3, Graduate, Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000, Rejected,49000000,1.6171617161716172,Low,0
1189,3, Not Graduate, No,6900000,26000000,14,828,14800000,4200000,18500000,3600000, Approved,41100000,1.5807692307692307,High,0
1190,4, Graduate, No,9600000,27500000,20,679,23400000,7500000,37800000,6300000, Approved,75000000,2.727272727272727,Medium,0
1191,2, Graduate, Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000, Rejected,63100000,2.455252918287938,Low,0
1192,0, Not Graduate, No,2600000,9400000,18,879,2800000,1400000,5100000,2300000, Approved,11600000,1.2340425531914894,High,0
1193,3, Graduate, Yes,9300000,26100000,14,636,4700000,16100000,34500000,11600000, Approved,66900000,2.5632183908045976,Medium,0
1194,2, Not Graduate, Yes,2100000,5600000,16,426,400000,300000,7100000,1200000, Rejected,9000000,1.6071428571428572,Low,0
1195,4, Not Graduate, Yes,9000000,21500000,14,508,16600000,17300000,24300000,13100000, Rejected,71300000,3.316279069767442,Low,0
1196,3, Not Graduate, Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000, Approved,49200000,2.5625,High,0
1197,3, Not Graduate, No,2200000,6400000,20,667,6300000,3900000,8300000,2900000, Approved,21400000,3.34375,Medium,0
1198,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000, Approved,44400000,1.574468085106383,Low,0
1199,1, Graduate, Yes,8300000,16800000,2,366,22000000,6600000,27300000,4500000, Rejected,60400000,3.5952380952380953,Low,0
1200,2, Not Graduate, No,300000,600000,2,383,600000,300000,1100000,400000, Rejected,2400000,4.0,Low,0
1201,0, Not Graduate, Yes,300000,800000,4,603,800000,200000,600000,200000, Approved,1800000,2.25,Medium,0
1202,3, Graduate, No,3900000,14900000,4,728,4700000,4000000,14900000,5500000, Approved,29100000,1.9530201342281879,Medium,0
1203,0, Not Graduate, No,6600000,20300000,6,549,10800000,900000,23100000,9800000, Rejected,44600000,2.1970443349753697,Low,0
1204,0, Graduate, No,4100000,10700000,8,855,11500000,700000,11200000,3100000, Approved,26500000,2.4766355140186915,High,0
1205,5, Graduate, Yes,1800000,5300000,12,461,2800000,2000000,4700000,2000000, Rejected,11500000,2.169811320754717,Low,0
1206,3, Not Graduate, Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000, Rejected,40200000,2.4968944099378882,Low,0
1207,2, Not Graduate, Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000, Approved,35400000,2.5839416058394162,Low,0
1208,1, Not Graduate, Yes,300000,600000,8,816,600000,300000,1100000,200000, Approved,2200000,3.6666666666666665,High,0
1209,4, Not Graduate, Yes,4300000,11400000,2,560,10000000,3900000,8900000,3300000, Approved,26100000,2.289473684210526,Low,0
1210,0, Graduate, Yes,3200000,12000000,14,645,5200000,1400000,12100000,3400000, Approved,22100000,1.8416666666666666,Medium,0
1211,4, Not Graduate, Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000, Approved,34500000,3.0,Low,0
1212,0, Not Graduate, Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000, Rejected,60100000,2.6244541484716155,Low,0
1213,4, Graduate, No,1300000,3600000,10,657,3200000,1900000,2900000,1100000, Approved,9100000,2.5277777777777777,Medium,0
1214,3, Not Graduate, No,2400000,9300000,2,682,3100000,4400000,5200000,1500000, Approved,14200000,1.5268817204301075,Medium,0
1215,0, Graduate, No,600000,1600000,10,588,1600000,100000,1100000,300000, Approved,3100000,1.9375,Low,0
1216,5, Graduate, Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000, Rejected,63300000,1.6657894736842105,Low,0
1217,0, Graduate, No,400000,1200000,4,766,900000,300000,1200000,300000, Approved,2700000,2.25,High,0
1218,4, Graduate, No,5900000,19900000,14,469,14200000,6800000,22100000,3200000, Rejected,46300000,2.3266331658291457,Low,0
1219,0, Graduate, Yes,700000,1400000,10,618,1300000,200000,1700000,500000, Approved,3700000,2.642857142857143,Medium,0
1220,0, Not Graduate, Yes,8600000,17700000,20,711,22000000,0,30800000,7400000, Approved,60200000,3.401129943502825,Medium,0
1221,0, Graduate, Yes,9000000,34000000,4,549,2000000,8900000,20000000,12400000, Approved,43300000,1.2735294117647058,Low,0
1222,3, Graduate, Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000, Approved,23700000,1.161764705882353,High,0
1223,4, Not Graduate, Yes,500000,1500000,6,461,1300000,500000,1700000,200000, Rejected,3700000,2.466666666666667,Low,0
1224,2, Graduate, No,1600000,3800000,10,837,3800000,1100000,5500000,1600000, Approved,12000000,3.1578947368421053,High,0
1225,0, Graduate, Yes,9800000,23900000,14,459,1000000,13400000,21100000,7200000, Rejected,42700000,1.786610878661088,Low,0
1226,4, Graduate, No,7800000,29700000,20,614,22000000,700000,26800000,6300000, Approved,55800000,1.878787878787879,Medium,0
1227,4, Not Graduate, No,6500000,24000000,16,373,5600000,5100000,15600000,6700000, Rejected,33000000,1.375,Low,0
1228,5, Graduate, Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000, Rejected,49100000,1.8528301886792453,Low,0
1229,4, Graduate, Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000, Approved,50300000,2.1495726495726495,High,0
1230,4, Graduate, Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000, Rejected,9500000,1.6379310344827587,Low,0
1231,1, Not Graduate, Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000, Rejected,33000000,1.1870503597122302,Low,0
1232,4, Graduate, Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000, Approved,8400000,1.826086956521739,High,0
1233,5, Graduate, Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000, Approved,15200000,1.4615384615384615,Medium,0
1234,1, Not Graduate, Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000, Rejected,19900000,1.8256880733944953,Low,0
1235,2, Not Graduate, No,6900000,18700000,10,699,12800000,5700000,21200000,5200000, Approved,44900000,2.4010695187165774,Medium,0
1236,4, Graduate, Yes,8400000,25200000,2,308,8100000,9300000,27700000,10500000, Approved,55600000,2.2063492063492065,Low,0
1237,0, Graduate, No,300000,500000,18,702,300000,400000,1200000,100000, Approved,2000000,4.0,Medium,0
1238,2, Not Graduate, Yes,9500000,37500000,4,456,10200000,16800000,34100000,12900000, Approved,74000000,1.9733333333333334,Low,0
1239,3, Graduate, Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000, Approved,10500000,1.7796610169491525,Medium,0
1240,3, Not Graduate, No,4200000,14500000,20,840,4500000,5900000,8900000,4600000, Approved,23900000,1.6482758620689655,High,0
1241,4, Graduate, Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000, Approved,16900000,2.1392405063291138,High,0
1242,5, Graduate, Yes,7100000,19700000,4,727,7700000,12900000,23600000,5800000, Approved,50000000,2.5380710659898478,Medium,0
1243,4, Graduate, No,3500000,11600000,10,335,6300000,5200000,10300000,2300000, Rejected,24100000,2.0775862068965516,Low,0
1244,5, Not Graduate, No,400000,800000,18,304,900000,500000,1400000,400000, Rejected,3200000,4.0,Low,0
1245,2, Graduate, Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000, Approved,58200000,1.691860465116279,Medium,0
1246,0, Not Graduate, No,1800000,6600000,10,737,5000000,2000000,6000000,1500000, Approved,14500000,2.196969696969697,Medium,0
1247,1, Graduate, Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000, Approved,57000000,1.9453924914675769,Medium,0
1248,1, Graduate, Yes,1000000,3200000,4,888,2000000,1500000,2200000,1300000, Approved,7000000,2.1875,High,0
1249,2, Not Graduate, Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000, Approved,47100000,1.7316176470588236,High,0
1250,5, Not Graduate, Yes,3600000,12400000,8,333,8800000,1000000,10700000,4000000, Rejected,24500000,1.9758064516129032,Low,0
1251,5, Graduate, No,9400000,23700000,18,862,21500000,3500000,22400000,5600000, Approved,53000000,2.2362869198312234,High,0
1252,5, Not Graduate, No,2600000,9100000,4,309,6400000,1400000,5900000,3400000, Approved,17100000,1.879120879120879,Low,0
1253,5, Not Graduate, No,9500000,30700000,10,823,16300000,3700000,30300000,13100000, Approved,63400000,2.0651465798045603,High,0
