loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,loan_term_years,cibil_score,risk_category,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,debt_to_income_ratio,asset_to_loan_ratio,has_dependents,is_low_income,loan_status,loan_status_code
1296,3," Graduate"," No",1600000,3500000,10,0.8333,844,High,4500000,2200000,5200000,1600000,13500000,2.18750,3.85714,1,0," Approved",1
1297,2," Not Graduate"," Yes",3900000,13900000,18,1.5000,715,Medium,5000000,5600000,9900000,2100000,22600000,3.56410,1.62590,1,0," Approved",1
1298,3," Graduate"," Yes",8000000,26300000,12,1.0000,476,Low,21700000,6600000,16400000,9000000,53700000,3.28750,2.04183,1,0," Rejected",0
1299,2," Graduate"," No",2200000,4800000,6,0.5000,721,Medium,1800000,100000,6900000,2200000,11000000,2.18182,2.29167,1,0," Approved",1
1300,4," Not Graduate"," No",7600000,30300000,12,1.0000,339,Low,20400000,8000000,22200000,5800000,56400000,3.98684,1.86139,1,0," Rejected",0
1301,5," Not Graduate"," Yes",2700000,6800000,6,0.5000,461,Low,4500000,2000000,8200000,1700000,16400000,2.51852,2.41176,1,0," Rejected",0
1302,2," Graduate"," Yes",6300000,23200000,12,1.0000,556,Low,7000000,8300000,24200000,5300000,44800000,3.68254,1.93103,1,0," Approved",1
1303,3," Not Graduate"," No",7700000,18700000,8,0.6667,483,Low,15100000,5600000,24600000,10200000,55500000,2.42857,2.96791,1,0," Rejected",0
1304,2," Graduate"," No",4500000,17200000,18,1.5000,406,Low,4100000,6300000,13800000,3300000,27500000,3.82222,1.59884,1,0," Rejected",0
1305,2," Graduate"," Yes",9400000,24800000,14,1.1667,513,Low,24200000,18200000,37200000,7500000,87100000,2.63830,3.51210,1,0," Rejected",0
1306,0," Not Graduate"," No",4600000,12600000,16,1.3333,574,Low,3400000,6200000,15100000,3600000,28300000,2.73913,2.24603,0,0," Approved",1
1307,0," Graduate"," Yes",5200000,15700000,6,0.5000,692,Medium,3800000,7000000,12800000,5500000,29100000,3.01923,1.85350,0,0," Approved",1
1308,5," Graduate"," Yes",8000000,29800000,18,1.5000,867,High,17700000,14100000,22800000,9200000,63800000,3.72500,2.14094,1,0," Approved",1
1309,1," Not Graduate"," Yes",9900000,38500000,2,0.1667,875,High,19600000,2900000,20200000,6500000,49200000,3.88889,1.27792,1,0," Approved",1
1310,4," Graduate"," Yes",8500000,18600000,10,0.8333,597,Low,16600000,3200000,21000000,11600000,52400000,2.18824,2.81720,1,0," Approved",1
1311,2," Graduate"," Yes",4900000,12000000,20,1.6667,513,Low,14200000,8100000,18300000,4800000,45400000,2.44898,3.78333,1,0," Rejected",0
1312,3," Graduate"," Yes",7000000,24200000,2,0.1667,354,Low,18200000,7000000,15900000,7900000,49000000,3.45714,2.02479,1,0," Approved",1
1313,2," Not Graduate"," No",9600000,25900000,18,1.5000,647,Medium,11800000,9900000,35600000,11500000,68800000,2.69792,2.65637,1,0," Approved",1
1314,1," Graduate"," No",9700000,23700000,6,0.5000,875,High,11500000,14400000,38100000,10400000,74400000,2.44330,3.13924,1,0," Approved",1
1315,1," Graduate"," No",6200000,14300000,20,1.6667,819,High,7500000,11700000,16700000,4300000,40200000,2.30645,2.81119,1,0," Approved",1
1316,4," Not Graduate"," Yes",4100000,9600000,10,0.8333,521,Low,11900000,7100000,14100000,4900000,38000000,2.34146,3.95833,1,0," Rejected",0
1317,0," Graduate"," Yes",6100000,19900000,20,1.6667,761,High,4500000,3700000,12700000,7100000,28000000,3.26230,1.40704,0,0," Approved",1
1318,0," Graduate"," No",700000,1900000,18,1.5000,572,Low,1400000,1000000,2000000,300000,4700000,2.71429,2.47368,0,0," Approved",1
1319,3," Graduate"," No",6400000,24100000,12,1.0000,571,Low,19000000,11500000,13200000,7500000,51200000,3.76563,2.12448,1,0," Approved",1
1320,4," Graduate"," Yes",3800000,7800000,20,1.6667,891,High,4600000,7000000,14300000,3300000,29200000,2.05263,3.74359,1,0," Approved",1
1321,1," Not Graduate"," No",4900000,14800000,12,1.0000,895,High,8600000,8200000,18300000,5200000,40300000,3.02041,2.72297,1,0," Approved",1
1322,2," Graduate"," No",2100000,6600000,20,1.6667,580,Low,3800000,4100000,6200000,2100000,16200000,3.14286,2.45455,1,0," Approved",1
1323,2," Graduate"," No",6200000,23400000,8,0.6667,605,Medium,10000000,10800000,21800000,9200000,51800000,3.77419,2.21368,1,0," Approved",1
1324,4," Not Graduate"," No",1600000,5100000,8,0.6667,705,Medium,2400000,800000,5100000,1900000,10200000,3.18750,2.00000,1,0," Approved",1
1325,1," Not Graduate"," Yes",1300000,5000000,20,1.6667,423,Low,900000,800000,3900000,1600000,7200000,3.84615,1.44000,1,0," Rejected",0
1326,5," Not Graduate"," Yes",7300000,22500000,2,0.1667,846,High,9800000,4700000,20300000,5700000,40500000,3.08219,1.80000,1,0," Approved",1
1327,2," Not Graduate"," No",2100000,5000000,4,0.3333,542,Low,700000,600000,6600000,3100000,11000000,2.38095,2.20000,1,0," Rejected",0
1328,5," Not Graduate"," No",600000,2400000,18,1.5000,631,Medium,600000,300000,2100000,900000,3900000,4.00000,1.62500,1,0," Approved",1
1329,4," Graduate"," No",7000000,24500000,18,1.5000,318,Low,4300000,1700000,16300000,3600000,25900000,3.50000,1.05714,1,0," Rejected",0
1330,1," Not Graduate"," Yes",3000000,6800000,10,0.8333,541,Low,5800000,5700000,10700000,2900000,25100000,2.26667,3.69118,1,0," Rejected",0
1331,1," Graduate"," No",900000,2900000,20,1.6667,782,High,0,1500000,3500000,800000,5800000,3.22222,2.00000,1,0," Approved",1
1332,2," Graduate"," No",9600000,35000000,2,0.1667,888,High,12600000,6500000,37900000,5800000,62800000,3.64583,1.79429,1,0," Approved",1
1333,0," Graduate"," No",1500000,3600000,14,1.1667,747,Medium,200000,1400000,3000000,1200000,5800000,2.40000,1.61111,0,0," Approved",1
1334,0," Graduate"," Yes",5000000,18900000,6,0.5000,641,Medium,4300000,8500000,19600000,6700000,39100000,3.78000,2.06878,0,0," Approved",1
1335,3," Graduate"," Yes",500000,1700000,4,0.3333,640,Medium,400000,700000,1300000,200000,2600000,3.40000,1.52941,1,0," Approved",1
1336,4," Not Graduate"," No",7600000,28100000,12,1.0000,324,Low,12500000,8500000,19900000,11100000,52000000,3.69737,1.85053,1,0," Rejected",0
1337,4," Graduate"," No",5500000,21200000,20,1.6667,359,Low,4200000,5300000,18600000,6400000,34500000,3.85455,1.62736,1,0," Rejected",0
1338,0," Not Graduate"," Yes",6600000,23300000,12,1.0000,338,Low,2400000,800000,18900000,9300000,31400000,3.53030,1.34764,0,0," Rejected",0
1339,0," Graduate"," No",1400000,3200000,14,1.1667,384,Low,3100000,800000,3400000,2000000,9300000,2.28571,2.90625,0,0," Rejected",0
1340,5," Not Graduate"," Yes",8800000,26600000,16,1.3333,545,Low,19100000,16600000,30400000,7600000,73700000,3.02273,2.77068,1,0," Rejected",0
1341,5," Not Graduate"," No",6200000,24200000,18,1.5000,610,Medium,10200000,7800000,19600000,8300000,45900000,3.90323,1.89669,1,0," Approved",1
1342,2," Graduate"," Yes",8300000,27900000,18,1.5000,840,High,12600000,3500000,19100000,9200000,44400000,3.36145,1.59140,1,0," Approved",1
1343,3," Not Graduate"," No",2400000,8100000,6,0.5000,630,Medium,5100000,2900000,9100000,2300000,19400000,3.37500,2.39506,1,0," Approved",1
1344,1," Graduate"," No",9100000,31200000,4,0.3333,508,Low,12800000,11700000,31100000,7800000,63400000,3.42857,2.03205,1,0," Approved",1
1345,0," Not Graduate"," Yes",9500000,34900000,4,0.3333,535,Low,800000,14100000,25600000,14000000,54500000,3.67368,1.56160,0,0," Approved",1
1346,1," Graduate"," No",1200000,3400000,20,1.6667,717,Medium,3100000,1500000,2500000,900000,8000000,2.83333,2.35294,1,0," Approved",1
1347,2," Graduate"," Yes",7700000,19300000,8,0.6667,735,Medium,1200000,1900000,23800000,10400000,37300000,2.50649,1.93264,1,0," Approved",1
1348,5," Graduate"," Yes",7800000,22000000,20,1.6667,528,Low,5800000,8800000,24700000,4900000,44200000,2.82051,2.00909,1,0," Rejected",0
1349,0," Graduate"," Yes",9400000,20000000,4,0.3333,350,Low,3300000,1400000,37200000,4700000,46600000,2.12766,2.33000,0,0," Rejected",0
1350,0," Not Graduate"," No",1700000,5700000,12,1.0000,422,Low,3400000,1100000,6500000,900000,11900000,3.35294,2.08772,0,0," Rejected",0
1351,5," Graduate"," No",4000000,13700000,6,0.5000,496,Low,-100000,1400000,15800000,3700000,20800000,3.42500,1.51825,1,0," Rejected",0
1352,4," Not Graduate"," No",4200000,15500000,18,1.5000,794,High,7300000,700000,13400000,2200000,23600000,3.69048,1.52258,1,0," Approved",1
1353,2," Graduate"," No",2400000,7700000,6,0.5000,719,Medium,6000000,1700000,6700000,1600000,16000000,3.20833,2.07792,1,0," Approved",1
1354,3," Not Graduate"," Yes",2700000,6100000,14,1.1667,630,Medium,3900000,2800000,10600000,2300000,19600000,2.25926,3.21311,1,0," Approved",1
1355,3," Not Graduate"," Yes",600000,1800000,4,0.3333,843,High,1400000,300000,1700000,400000,3800000,3.00000,2.11111,1,0," Approved",1
1356,2," Graduate"," No",4600000,15600000,2,0.1667,764,High,7700000,1500000,16000000,5800000,31000000,3.39130,1.98718,1,0," Approved",1
1357,3," Graduate"," No",7200000,17700000,4,0.3333,662,Medium,13100000,11500000,16300000,5300000,46200000,2.45833,2.61017,1,0," Approved",1
1358,0," Not Graduate"," No",4700000,15500000,16,1.3333,311,Low,12800000,200000,17500000,2700000,33200000,3.29787,2.14194,0,0," Rejected",0
1359,4," Not Graduate"," No",4300000,10100000,2,0.1667,606,Medium,9900000,1800000,8900000,5500000,26100000,2.34884,2.58416,1,0," Approved",1
1360,5," Graduate"," No",4700000,10200000,16,1.3333,874,High,10800000,7700000,11100000,7000000,36600000,2.17021,3.58824,1,0," Approved",1
1361,4," Not Graduate"," Yes",8700000,30000000,4,0.3333,370,Low,17600000,15600000,34600000,12100000,79900000,3.44828,2.66333,1,0," Approved",1
1362,1," Graduate"," No",7000000,20500000,10,0.8333,414,Low,19700000,7500000,20700000,5100000,53000000,2.92857,2.58537,1,0," Rejected",0
1363,2," Not Graduate"," No",600000,1100000,10,0.8333,800,High,1200000,200000,2300000,900000,4600000,1.83333,4.18182,1,0," Approved",1
1364,1," Not Graduate"," No",6800000,16900000,12,1.0000,779,High,13800000,10200000,23400000,4400000,51800000,2.48529,3.06509,1,0," Approved",1
1365,1," Not Graduate"," No",6400000,14100000,20,1.6667,553,Low,11700000,4500000,20000000,3600000,39800000,2.20313,2.82270,1,0," Approved",1
1366,4," Not Graduate"," No",7600000,29900000,18,1.5000,445,Low,4800000,13900000,18400000,5700000,42800000,3.93421,1.43144,1,0," Rejected",0
1367,3," Not Graduate"," No",9000000,21400000,8,0.6667,496,Low,16400000,7300000,31800000,12500000,68000000,2.37778,3.17757,1,0," Rejected",0
1368,0," Graduate"," Yes",2400000,5900000,10,0.8333,650,Medium,5100000,3700000,5300000,2300000,16400000,2.45833,2.77966,0,0," Approved",1
1369,3," Not Graduate"," No",6800000,17900000,6,0.5000,783,High,20000000,9800000,23600000,5500000,58900000,2.63235,3.29050,1,0," Approved",1
1370,5," Graduate"," Yes",3500000,13500000,10,0.8333,535,Low,3100000,5700000,12500000,3100000,24400000,3.85714,1.80741,1,0," Rejected",0
1371,4," Graduate"," Yes",8900000,34000000,20,1.6667,415,Low,13500000,3100000,33600000,12800000,63000000,3.82022,1.85294,1,0," Rejected",0
1372,0," Not Graduate"," No",6000000,15300000,8,0.6667,709,Medium,8900000,1700000,16400000,3500000,30500000,2.55000,1.99346,0,0," Approved",1
1373,3," Not Graduate"," No",700000,2500000,14,1.1667,819,High,1600000,1000000,2100000,900000,5600000,3.57143,2.24000,1,0," Approved",1
1374,0," Not Graduate"," Yes",6800000,17300000,18,1.5000,841,High,10500000,8600000,16000000,8700000,43800000,2.54412,2.53179,0,0," Approved",1
1375,4," Not Graduate"," Yes",5300000,10700000,12,1.0000,700,Medium,15800000,1900000,20500000,2900000,41100000,2.01887,3.84112,1,0," Approved",1
1376,1," Graduate"," Yes",1400000,4200000,4,0.3333,881,High,2800000,1200000,5100000,1300000,10400000,3.00000,2.47619,1,0," Approved",1
1377,2," Graduate"," Yes",1400000,4600000,4,0.3333,804,High,1900000,2200000,5200000,700000,10000000,3.28571,2.17391,1,0," Approved",1
1378,4," Not Graduate"," No",9200000,21700000,6,0.5000,653,Medium,22700000,4600000,29400000,8600000,65300000,2.35870,3.00922,1,0," Approved",1
1379,1," Graduate"," Yes",7900000,29200000,2,0.1667,663,Medium,19600000,12100000,28600000,10100000,70400000,3.69620,2.41096,1,0," Approved",1
1380,0," Not Graduate"," No",4500000,17500000,10,0.8333,495,Low,10300000,3500000,9700000,6200000,29700000,3.88889,1.69714,0,0," Rejected",0
1381,1," Not Graduate"," No",3800000,9800000,8,0.6667,335,Low,100000,5100000,14200000,1800000,21200000,2.57895,2.16327,1,0," Rejected",0
1382,5," Graduate"," Yes",1500000,4900000,6,0.5000,618,Medium,3400000,1000000,3200000,900000,8500000,3.26667,1.73469,1,0," Approved",1
1383,3," Not Graduate"," No",1200000,2400000,12,1.0000,480,Low,3000000,100000,3100000,1700000,7900000,2.00000,3.29167,1,0," Rejected",0
1384,4," Not Graduate"," No",1700000,4900000,18,1.5000,843,High,4800000,2200000,6200000,1800000,15000000,2.88235,3.06122,1,0," Approved",1
1385,4," Graduate"," No",5200000,14100000,16,1.3333,483,Low,11800000,800000,19200000,2700000,34500000,2.71154,2.44681,1,0," Rejected",0
1386,1," Not Graduate"," No",1600000,5100000,12,1.0000,548,Low,2200000,2700000,3600000,800000,9300000,3.18750,1.82353,1,0," Rejected",0
1387,4," Graduate"," Yes",6600000,16000000,16,1.3333,379,Low,6500000,12600000,24700000,4500000,48300000,2.42424,3.01875,1,0," Rejected",0
1388,5," Not Graduate"," Yes",9400000,26600000,20,1.6667,771,High,10200000,12600000,36900000,11700000,71400000,2.82979,2.68421,1,0," Approved",1
1389,4," Graduate"," Yes",300000,500000,2,0.1667,353,Low,600000,100000,1200000,400000,2300000,1.66667,4.60000,1,0," Rejected",0
1390,5," Not Graduate"," No",4600000,11500000,16,1.3333,668,Medium,6500000,3100000,10200000,5500000,25300000,2.50000,2.20000,1,0," Approved",1
1391,3," Not Graduate"," Yes",6100000,21300000,2,0.1667,387,Low,7100000,3100000,16300000,4100000,30600000,3.49180,1.43662,1,0," Approved",1
1392,0," Not Graduate"," Yes",1500000,4100000,12,1.0000,789,High,3600000,1600000,5800000,1300000,12300000,2.73333,3.00000,0,0," Approved",1
1393,0," Graduate"," Yes",400000,900000,2,0.1667,855,High,-100000,500000,1300000,400000,2100000,2.25000,2.33333,0,0," Approved",1
1394,0," Not Graduate"," No",8700000,33600000,14,1.1667,751,High,7100000,13700000,22800000,7000000,50600000,3.86207,1.50595,0,0," Approved",1
1395,3," Not Graduate"," No",7000000,21600000,12,1.0000,739,Medium,1600000,7600000,24500000,8400000,42100000,3.08571,1.94907,1,0," Approved",1
1396,4," Graduate"," No",4700000,13100000,14,1.1667,492,Low,1000000,4500000,14100000,6400000,26000000,2.78723,1.98473,1,0," Rejected",0
1397,4," Not Graduate"," Yes",7600000,23800000,16,1.3333,896,High,3700000,4500000,15400000,6400000,30000000,3.13158,1.26050,1,0," Approved",1
1398,1," Not Graduate"," Yes",9200000,24500000,4,0.3333,545,Low,25700000,0,20600000,13300000,59600000,2.66304,2.43265,1,0," Rejected",0
1399,5," Not Graduate"," No",9400000,36800000,20,1.6667,891,High,13900000,16600000,19300000,8900000,58700000,3.91489,1.59511,1,0," Approved",1
1400,0," Graduate"," No",4800000,15100000,6,0.5000,848,High,1300000,300000,18800000,3500000,23900000,3.14583,1.58278,0,0," Approved",1
1401,3," Not Graduate"," Yes",600000,2400000,12,1.0000,884,High,600000,800000,1400000,600000,3400000,4.00000,1.41667,1,0," Approved",1
1402,3," Graduate"," Yes",4900000,14300000,14,1.1667,439,Low,10300000,5600000,17400000,5100000,38400000,2.91837,2.68531,1,0," Rejected",0
1403,3," Graduate"," Yes",3300000,8500000,12,1.0000,586,Low,7500000,5100000,7800000,3900000,24300000,2.57576,2.85882,1,0," Approved",1
1404,3," Graduate"," Yes",9100000,18800000,20,1.6667,308,Low,14500000,10200000,20500000,4800000,50000000,2.06593,2.65957,1,0," Rejected",0
1405,5," Graduate"," No",6100000,23500000,16,1.3333,300,Low,300000,700000,22800000,4800000,28600000,3.85246,1.21702,1,0," Rejected",0
1406,3," Graduate"," Yes",8400000,19600000,2,0.1667,741,Medium,21500000,200000,18700000,8300000,48700000,2.33333,2.48469,1,0," Approved",1
1407,4," Graduate"," No",7900000,31400000,8,0.6667,698,Medium,16500000,11400000,28700000,5100000,61700000,3.97468,1.96497,1,0," Approved",1
1408,2," Not Graduate"," Yes",6100000,22300000,10,0.8333,733,Medium,12100000,9700000,17200000,5600000,44600000,3.65574,2.00000,1,0," Approved",1
1409,3," Not Graduate"," Yes",2000000,4200000,16,1.3333,571,Low,1700000,3900000,5800000,1300000,12700000,2.10000,3.02381,1,0," Approved",1
1410,3," Graduate"," Yes",9900000,29900000,20,1.6667,490,Low,10500000,9100000,27100000,7400000,54100000,3.02020,1.80936,1,0," Rejected",0
1411,2," Not Graduate"," No",9500000,25400000,16,1.3333,451,Low,19000000,2900000,33800000,11400000,67100000,2.67368,2.64173,1,0," Rejected",0
1412,4," Graduate"," Yes",1900000,6800000,6,0.5000,559,Low,3600000,2200000,6200000,1200000,13200000,3.57895,1.94118,1,0," Approved",1
1413,4," Graduate"," Yes",6900000,21400000,10,0.8333,577,Low,12500000,2200000,14900000,6300000,35900000,3.10145,1.67757,1,0," Approved",1
1414,2," Not Graduate"," Yes",1500000,5000000,4,0.3333,613,Medium,4400000,1300000,5200000,2100000,13000000,3.33333,2.60000,1,0," Approved",1
1415,4," Not Graduate"," No",1900000,3800000,20,1.6667,785,High,1000000,600000,6100000,1500000,9200000,2.00000,2.42105,1,0," Approved",1
1416,0," Graduate"," Yes",2300000,6000000,8,0.6667,690,Medium,5500000,2900000,6000000,2000000,16400000,2.60870,2.73333,0,0," Approved",1
1417,2," Not Graduate"," No",7800000,17100000,14,1.1667,351,Low,19000000,7200000,19300000,7100000,52600000,2.19231,3.07602,1,0," Rejected",0
1418,4," Not Graduate"," No",400000,1000000,10,0.8333,447,Low,0,300000,900000,300000,1500000,2.50000,1.50000,1,0," Rejected",0
1419,0," Graduate"," Yes",9400000,19200000,20,1.6667,708,Medium,21200000,16300000,23400000,13200000,74100000,2.04255,3.85938,0,0," Approved",1
1420,2," Graduate"," No",9100000,21700000,12,1.0000,549,Low,25500000,11000000,34700000,12200000,83400000,2.38462,3.84332,1,0," Rejected",0
1421,1," Graduate"," Yes",9000000,18800000,8,0.6667,797,High,4100000,9400000,22900000,7500000,43900000,2.08889,2.33511,1,0," Approved",1
1422,4," Not Graduate"," No",7100000,14300000,14,1.1667,537,Low,13700000,10400000,18200000,6100000,48400000,2.01408,3.38462,1,0," Rejected",0
1423,3," Graduate"," No",800000,2500000,12,1.0000,828,High,1700000,0,1500000,700000,3900000,3.12500,1.56000,1,0," Approved",1
1424,0," Graduate"," Yes",4500000,9600000,14,1.1667,471,Low,3200000,7700000,11000000,3600000,25500000,2.13333,2.65625,0,0," Rejected",0
1425,5," Graduate"," No",8500000,25400000,4,0.3333,336,Low,8500000,1200000,30600000,9000000,49300000,2.98824,1.94094,1,0," Rejected",0
1426,3," Not Graduate"," Yes",2500000,9800000,16,1.3333,424,Low,4700000,3200000,5800000,1300000,15000000,3.92000,1.53061,1,0," Rejected",0
1427,2," Graduate"," No",1500000,3300000,18,1.5000,440,Low,800000,2300000,3000000,1800000,7900000,2.20000,2.39394,1,0," Rejected",0
1428,0," Not Graduate"," No",6200000,17300000,8,0.6667,583,Low,3700000,3900000,13600000,3300000,24500000,2.79032,1.41618,0,0," Approved",1
1429,1," Not Graduate"," Yes",1300000,2900000,6,0.5000,480,Low,2900000,300000,2900000,1400000,7500000,2.23077,2.58621,1,0," Rejected",0
1430,5," Not Graduate"," No",6600000,25800000,10,0.8333,670,Medium,4600000,7200000,20600000,8500000,40900000,3.90909,1.58527,1,0," Approved",1
1431,0," Graduate"," Yes",5300000,13700000,6,0.5000,329,Low,8800000,7600000,11200000,2800000,30400000,2.58491,2.21898,0,0," Rejected",0
1432,5," Not Graduate"," No",1400000,3000000,6,0.5000,754,High,3500000,2700000,5300000,1400000,12900000,2.14286,4.30000,1,0," Approved",1
1433,2," Not Graduate"," Yes",2900000,7800000,18,1.5000,588,Low,400000,100000,11600000,4200000,16300000,2.68966,2.08974,1,0," Approved",1
1434,3," Not Graduate"," No",6500000,16500000,4,0.3333,551,Low,5300000,800000,18500000,7600000,32200000,2.53846,1.95152,1,0," Approved",1
1435,3," Graduate"," No",8300000,18900000,4,0.3333,316,Low,20200000,9700000,21300000,8200000,59400000,2.27711,3.14286,1,0," Rejected",0
1436,2," Not Graduate"," Yes",8900000,32200000,12,1.0000,382,Low,0,11300000,20500000,5400000,37200000,3.61798,1.15528,1,0," Rejected",0
